,Model,Team Name,forecast_date,target,target_end_date,location_name,State,fips,point,quantile_0.025,quantile_0.25,quantile_0.75,quantile_0.975
158,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,72702.0,43658.0,59165.0,86508.0,113598.0
159,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,68182.0,25529.0,46874.0,85273.0,133297.0
160,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,64886.0,14713.0,37559.0,90332.0,150636.0
161,COVIDhub-ensemble,COVID-19 Forecast Hub,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,65410.0,10506.0,33054.0,90037.0,148245.0
162,COVIDhub-trained_ensemble,COVID-19 Forecast Hub,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,69238.0,46645.0,56460.0,76580.0,92411.0
163,COVIDhub-trained_ensemble,COVID-19 Forecast Hub,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,62436.0,25975.0,47406.0,78349.0,90758.0
164,COVIDhub-trained_ensemble,COVID-19 Forecast Hub,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,64643.0,14313.0,36593.0,74700.0,96289.0
165,COVIDhub-trained_ensemble,COVID-19 Forecast Hub,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,64378.0,10514.0,42239.0,73328.0,100158.0
166,CU-nochange,Columbia University,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,57918.0,47077.5,54138.0,62233.5,71752.5
167,CU-nochange,Columbia University,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,60811.0,44974.0,55010.5,67978.0,84475.0
168,CU-nochange,Columbia University,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,68022.0,43494.0,58623.0,79954.5,107698.5
169,CU-nochange,Columbia University,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,80727.0,43089.0,66414.0,100038.0,147618.0
170,CU-scenario_high,Columbia University,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,58152.0,46695.0,53841.0,62964.0,73276.5
171,CU-scenario_high,Columbia University,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,63049.0,44873.5,55855.0,70640.5,90628.0
172,CU-scenario_high,Columbia University,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,76705.0,45815.5,64090.0,89675.5,127099.0
173,CU-scenario_high,Columbia University,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,103896.0,49105.5,79293.0,129018.0,202281.0
174,CU-scenario_low,Columbia University,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,57786.0,47281.5,54070.5,62236.5,72181.5
175,CU-scenario_low,Columbia University,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,59184.0,44629.5,53980.5,66136.5,81682.5
176,CU-scenario_low,Columbia University,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,62107.0,41218.0,54686.5,72358.0,98611.0
177,CU-scenario_low,Columbia University,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,66113.0,37941.5,55779.5,80933.0,120765.5
178,CU-scenario_mid,Columbia University,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,58038.0,47853.0,54516.0,62568.0,71158.5
179,CU-scenario_mid,Columbia University,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,61958.0,47831.0,57017.0,68736.5,82125.5
180,CU-scenario_mid,Columbia University,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,65039.0,47676.5,59283.5,73323.5,90294.5
181,CU-scenario_mid,Columbia University,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,64877.0,47121.5,59250.5,73557.5,92093.0
182,CU-select,Columbia University,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,58038.0,47853.0,54516.0,62568.0,71158.5
183,CU-select,Columbia University,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,61958.0,47831.0,57017.0,68736.5,82125.5
184,CU-select,Columbia University,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,65039.0,47676.5,59283.5,73323.5,90294.5
185,CU-select,Columbia University,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,64877.0,47121.5,59250.5,73557.5,92093.0
186,Columbia_UNC-SurvCon,Columbia_UNC,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,73584.0,34401.0,56903.0,87853.0,121116.0
187,Columbia_UNC-SurvCon,Columbia_UNC,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,69487.0,22176.0,47513.0,91548.0,147079.0
188,Columbia_UNC-SurvCon,Columbia_UNC,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,65687.0,13637.0,40286.0,99769.0,189944.0
189,Columbia_UNC-SurvCon,Columbia_UNC,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,62090.0,8257.0,33567.0,106439.0,243438.0
190,Covid19Sim-Simulator,COVID-19 Simulator,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,69714.7126329243,53588.609327042686,64584.338630745195,76325.1107959617,81765.3347593898
191,Covid19Sim-Simulator,COVID-19 Simulator,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,51321.2148635201,28883.0265323836,42045.6621117536,64875.0344061498,78196.0550559672
192,Covid19Sim-Simulator,COVID-19 Simulator,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,37632.5283223093,16227.7794381388,26964.1226118915,54248.6768422946,74403.7713258503
193,Covid19Sim-Simulator,COVID-19 Simulator,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,27262.9628224373,9032.81287754718,17279.172428263402,45060.8978565559,70074.6557973873
194,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,38837.0,1702.9791487848559,26057.93025929256,51616.06974070744,75971.02085121514
195,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,29066.0,0.0,10993.66625817991,47138.33374182009,81581.43591323376
196,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,21848.0,0.0,0.0,43981.99806437132,86166.0108036267
197,CovidAnalytics-DELPHI,CovidAnalytics at MIT,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,16497.0,0.0,0.0,42055.13948141488,90765.04170243027
198,FRBSF_Wilson-Econometric,Federal Reserve Bank of San Francisco/Wilson,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,68886.328,33398.281,56418.785,83948.70300000001,138732.17
199,FRBSF_Wilson-Econometric,Federal Reserve Bank of San Francisco/Wilson,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,56410.449,21236.268,41202.258,76241.344,153581.27
200,FRBSF_Wilson-Econometric,Federal Reserve Bank of San Francisco/Wilson,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,46393.914,14164.533,30806.873,68835.367,159917.8
201,FRBSF_Wilson-Econometric,Federal Reserve Bank of San Francisco/Wilson,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,40189.586,10278.73,24596.752,64812.836,165379.78
202,Geneva-DetGrowth,Swiss Data Science Center / University of Geneva,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,83956.9452605397,0.0,0.0,0.0,0.0
203,IEM_MED-CovidProject,IEM MED,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,69348.4920355804,28223.918218908,51817.366788350046,86581.53504666187,129828.70244950244
204,IEM_MED-CovidProject,IEM MED,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,64256.007602545,20962.671875000007,44299.604735677516,86104.52062521508,146745.04657193716
205,IEM_MED-CovidProject,IEM MED,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,59171.163159018455,15261.671875,38290.45694628381,85876.2232931657,164951.47995935995
206,IEM_MED-CovidProject,IEM MED,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,54314.77757001597,11697.21875,32318.24838265749,87720.11678385394,185379.66528552907
207,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,79092.37599999999,51065.4002,67291.902,92849.674,123580.893
208,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,75372.122,44619.1351,62042.35799999999,91488.371,130854.83000000002
209,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,78928.4,41512.4048,62228.349,99561.36,154076.95599999998
210,JHUAPL-Bucky,Johns Hopkins University Applied Physics Lab,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,83579.572,38950.9124,63263.37099999999,110223.616,186081.327
211,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,76800.0,47180.794811563115,65749.07688412223,87069.78773248271,113828.39310358086
212,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,75449.0,46797.53271402785,64322.46990277826,84732.73847470983,114340.20681059895
213,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,71262.0,46055.78482366909,61363.397565410996,80213.05265064523,103075.805741734
214,JHU_CSSE-DECOM,Johns Hopkins Center for Systems Science and Engineering,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,70190.0,45676.60256814788,60723.62953442695,77832.89332620603,101381.81720125247
215,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,67255.916682813,23862.6968968704,45380.934487996514,79187.1727023878,153227.92086363802
216,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,65091.3420035459,20712.7700345951,39732.380267616805,79147.59308452401,162608.12240293302
217,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,60391.9945927187,18569.4583421707,35319.808905851496,76613.5905063011,147193.91009214098
218,JHU_IDD-CovidSP,Johns Hopkins ID Dynamics COVID-19 Working Group,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,59206.0475283718,14822.3802031058,32541.5018721195,77131.7934144616,155987.304621393
219,KITmetricslab-select_ensemble,KITmetricslab,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,83041.4179041486,68967.8653111141,77860.4367243559,90776.4772159567,107495.22402839303
220,KITmetricslab-select_ensemble,KITmetricslab,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,90550.66043792028,61451.0536581233,78522.4223688918,105119.833893393,145826.47440742402
221,KITmetricslab-select_ensemble,KITmetricslab,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,87098.16745292919,50480.3418808188,68869.37893581719,108692.57276026599,160552.73525732302
222,KITmetricslab-select_ensemble,KITmetricslab,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,96624.025923272,50449.8322450987,77341.0068659216,123514.419570879,194072.48584536105
223,Karlen-pypm,Karlen Working Group,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,78783.4,65624.9,77008.1,90978.8,111513.9
224,Karlen-pypm,Karlen Working Group,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,84026.3,64597.2,81064.6,105800.8,138354.2
225,Karlen-pypm,Karlen Working Group,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,94967.7,65709.0,91731.4,133356.0,194117.2
226,Karlen-pypm,Karlen Working Group,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,112129.5,70553.6,108916.4,177364.8,280068.0
227,LANL-GrowthRate,Los Alamos National Labs,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,49131.0,13440.875,31974.25,72259.5,134748.075
228,LANL-GrowthRate,Los Alamos National Labs,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,52734.5,9273.85,31641.5,82014.5,162481.575
229,LANL-GrowthRate,Los Alamos National Labs,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,62506.5,9783.8,36828.5,95928.7500000001,187926.25
230,LANL-GrowthRate,Los Alamos National Labs,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,71829.0,10735.1,42597.5,112063.5,216024.99999999895
231,MIT-Cassandra,MIT-Cassandra,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,85453.41906531781,63727.96817297076,77976.95824212815,92929.87988850744,107178.86995766482
232,MIT-Cassandra,MIT-Cassandra,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,78323.50886753158,56559.97068814005,70833.94092353414,85813.07681152901,100087.04704692312
233,MIT-Cassandra,MIT-Cassandra,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,87281.58581357679,65469.762066590905,79775.4011762719,94787.77045088173,109093.4095605627
234,MIT-Cassandra,MIT-Cassandra,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,90066.48202252736,68204.71937950171,82543.11172580186,97589.85231925284,111928.24466555301
235,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,24233.74302796249,10075.831455259926,19361.527867227625,29105.958188697357,38391.65460066506
236,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,7857.016267683044,3266.7661600217025,6277.3562979716135,9436.676237394477,12447.266375344385
237,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,4451.157431947047,1850.688604454383,3556.248350104997,5346.066513789097,7051.626259439709
238,MIT_ISOLAT-Mixtures,IDSS COVID-19 Collaboration (Isolat) at MIT,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,3124.3524723171395,1299.03370195714,2496.198684206971,3752.506260427309,4949.671242677139
239,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,54357.32020857613,22995.475777628824,39354.81373513282,73075.35279839604,113366.5504964891
240,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,41262.1848497683,14756.118678316852,26948.476072641093,60881.688327615724,104288.9548560118
241,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,32473.673303850737,9423.277477216,18925.666206152604,52269.513771047226,104700.69757999248
242,MOBS-GLEAM_COVID,MOBS Lab at Northeastern,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,25047.699947225035,6419.2326719791745,13295.116621105506,45640.0786647428,112625.237205812
243,MUNI-ARIMA,Masaryk University,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,74045.0,44860.0,63699.0,86434.0,116683.0
244,MUNI-ARIMA,Masaryk University,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,69045.0,18123.0,47807.0,96874.0,169138.0
245,MUNI-ARIMA,Masaryk University,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,64732.0,1555.0,32257.0,109952.0,244762.0
246,MUNI-ARIMA,Masaryk University,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,61042.0,0.0,19257.0,126176.0,346005.0
247,Microsoft-DeepSTIA,Microsoft,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,82133.32005208332,74003.958203125,77148.1875,87327.033203125,95135.251171875
248,Microsoft-DeepSTIA,Microsoft,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,90604.73626077586,50807.196875,67285.2421875,95336.5234375,170504.153125
249,Microsoft-DeepSTIA,Microsoft,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,97139.93582589287,0.0,53144.90625,114783.09375,247553.44296875
250,Microsoft-DeepSTIA,Microsoft,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,97978.74519230767,0.0,31751.015625,123968.875,318674.216796875
251,RobertWalraven-ESG,Robert Walraven,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,46627.6,0.0,28634.86,64620.33,98945.27
252,RobertWalraven-ESG,Robert Walraven,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,35898.32,0.0,13407.4,58389.24,101295.41
253,RobertWalraven-ESG,Robert Walraven,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,28127.82,0.0,1138.72,55116.92,106604.33
254,RobertWalraven-ESG,Robert Walraven,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,22481.18,0.0,0.0,53968.46,114037.11
255,TTU-squider,Hussain Lab at Texas Tech University,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,130090.989,0.0,0.0,0.0,0.0
256,TTU-squider,Hussain Lab at Texas Tech University,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,118190.383,0.0,0.0,0.0,0.0
257,TTU-squider,Hussain Lab at Texas Tech University,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,107276.514,0.0,0.0,0.0,0.0
258,TTU-squider,Hussain Lab at Texas Tech University,2021-06-28,4 wk ahead inc case,2021-07-26,National,National,US,97265.626,0.0,0.0,0.0,0.0
259,UCF-AEM,University of Central Florida,2021-06-28,1 wk ahead inc case,2021-07-05,National,National,US,64547.0,57108.0,61427.0,66984.0,71779.0
260,UCF-AEM,University of Central Florida,2021-06-28,2 wk ahead inc case,2021-07-12,National,National,US,52086.0,39213.0,46236.0,56098.0,64658.0
261,UCF-AEM,University of Central Florida,2021-06-28,3 wk ahead inc case,2021-07-19,National,National,US,42038.0,25413.0,33842.0,47403.0,58300.0
